trigram,frekuensi
"('tingkat', 'kehadiran', '99')",1
"('kehadiran', '99', 'keberanian')",1
"('99', 'keberanian', 'siswa')",1
"('papan', 'tulis', '35')",1
"('siklus', 'ii', 'diperoleh')",1
"('ii', 'diperoleh', 'skor')",1
"('diperoleh', 'skor', 'ratarata')",1
"('materi', 'pelajaran', 'pendidikan')",1
"('usia', 'konsumsi', 'tersingkat')",1
"('tingkat', 'kehadiran', '9917')",1
"('kehadiran', '9917', 'keberanian')",1
"('papan', 'tulis', '43')",1
"('tanaman', 'hortikultura', 'tepatnya')",1
"('kategori', 'sayur', 'sayuran')",1
"('sayur', 'sayuran', 'berdasarkan')",1
"('sayuran', 'berdasarkan', 'fakta')",1
"('tipe', 'jigsaw', 'motivasi')",1
"('jigsaw', 'motivasi', 'siswa')",1
"('mengikuti', 'proses', 'belajar')",1
"('belajar', 'mengajar', 'meningkat')",1
"('peningkatan', 'frekuensi', 'siswa')",1
"('papan', 'tulis', 'keseriusan')",1
"('tulis', 'keseriusan', 'siswa')",1
"('kunci', 'hasil', 'belajar')",1
"('hasil', 'belajar', 'pembelajaran')",1
"('belajar', 'pembelajaran', 'kooperatif')",1
"('pembelajaran', 'kooperatif', 'jigsaw')",1
"('kooperatif', 'jigsaw', 'abstract')",1
"('jigsaw', 'abstract', 'this')",1
"('is', 'a', 'class')",1
"('a', 'class', 'action')",1
"('class', 'action', 'research')",1
"('action', 'research', 'classroom')",1
"('research', 'classroom', 'action')",1
"('action', 'research', 'which')",1
"('aims', 'to', 'improve')",1
"('improve', 'the', 'learning')",1
"('outcomes', 'of', 'civics')",1
"('of', 'civics', 'through')",1
"('civics', 'through', 'jigsaw')",1
"('through', 'jigsaw', 'type')",1
"('lemahnya', 'regulasi', 'food')",1
"('regulasi', 'food', 'loss')",1
"('cooperative', 'learning', 'models')",1
"('learning', 'models', 'in')",1
"('models', 'in', 'class')",1
"('in', 'class', 'ix3')",1
"('minimnya', 'implementasi', 'penanganan')",1
"('implementasi', 'penanganan', 'pasca')",1
"('penanganan', 'pasca', 'panen')",1
"('aspek', 'lingkungan', 'sampah')",1
"('tanete', 'riaja', 'barru')",1
"('lingkungan', 'sampah', 'makanan')",1
"('barru', 'regency', 'the')",1
"('regency', 'the', 'subjects')",1
"('were', 'class', 'ix3')",1
"('ix3', 'students', 'in')",1
"('students', 'in', 'odd')",1
"('in', 'odd', 'semester')",1
"('odd', 'semester', '20192020')",1
"('semester', '20192020', 'as')",1
"('20192020', 'as', 'many')",1
"('many', 'as', '25')",1
"('as', '25', 'students')",1
"('25', 'students', 'data')",1
"('students', 'data', 'collection')",1
"('data', 'collection', 'techniques')",1
"('collection', 'techniques', 'used')",1
"('techniques', 'used', 'were')",1
"('used', 'were', 'the')",1
"('were', 'the', 'final')",1
"('makanan', 'mengakibatkan', 'timbulan')",1
"('final', 'cycle', 'i')",1
"('cycle', 'i', 'test')",1
"('i', 'test', 'the')",1
"('final', 'cycle', 'ii')",1
"('cycle', 'ii', 'test')",1
"('ii', 'test', 'and')",1
"('test', 'and', 'the')",1
"('and', 'the', 'observation')",1
"('the', 'observation', 'sheet')",1
"('observation', 'sheet', 'the')",1
"('sheet', 'the', 'results')",1
"('the', 'results', 'obtained')",1
"('results', 'obtained', 'from')",1
"('obtained', 'from', 'the')",1
"('from', 'the', 'quantitative')",1
"('the', 'quantitative', 'and')",1
"('quantitative', 'and', 'qualitative')",1
"('and', 'qualitative', 'descriptive')",1
"('qualitative', 'descriptive', 'analysis')",1
"('descriptive', 'analysis', 'are')",1
"('analysis', 'are', 'as')",1
"('are', 'as', 'follows')",1
"('as', 'follows', 'the')",1
"('follows', 'the', 'average')",1
"('mengakibatkan', 'timbulan', 'emisi')",1
"('timbulan', 'emisi', 'karbon')",1
"('729', 'emisi', 'grk')",1
"('learning', 'outcomes', 'after')",1
"('outcomes', 'after', 'taking')",1
"('after', 'taking', 'action')",1
"('taking', 'action', 'in')",1
"('action', 'in', 'cycle')",1
"('in', 'cycle', 'i')",1
"('cycle', 'i', 'is')",1
"('i', 'is', '6897')",1
"('is', '6897', 'with')",1
"('6897', 'with', 'an')",1
"('emisi', 'grk', 'gas')",1
"('grk', 'gas', 'rumah')",1
"('aspek', 'ekonomi', 'timbulan')",1
"('rate', 'of', '99')",1
"('of', '99', 'the')",1
"('99', 'the', 'courage')",1
"('the', 'courage', 'of')",1
"('courage', 'of', 'students')",1
"('of', 'students', 'working')",1
"('students', 'working', 'on')",1
"('working', 'on', 'the')",1
"('on', 'the', 'questions')",1
"('the', 'questions', 'on')",1
"('ekonomi', 'timbulan', 'sampah')",1
"('makanan', 'mengakibatkan', 'kerugian')",1
"('the', 'board', 'is')",1
"('board', 'is', '35')",1
"('is', '35', 'after')",1
"('35', 'after', 'continuing')",1
"('after', 'continuing', 'in')",1
"('continuing', 'in', 'cycle')",1
"('in', 'cycle', 'ii')",1
"('cycle', 'ii', 'the')",1
"('ii', 'the', 'average')",1
"('learning', 'outcomes', 'on')",1
"('outcomes', 'on', 'the')",1
"('on', 'the', 'pancasila')",1
"('the', 'pancasila', 'and')",1
"('pancasila', 'and', 'citizenship')",1
"('and', 'citizenship', 'education')",1
"('citizenship', 'education', 'subject')",1
"('education', 'subject', 'matter')",1
"('subject', 'matter', 'was')",1
"('matter', 'was', '7727')",1
"('was', '7727', 'with')",1
"('7727', 'with', 'an')",1
"('rate', 'of', '9917')",1
"('of', '9917', 'the')",1
"('9917', 'the', 'courage')",1
"('the', 'courage', 'to')",1
"('courage', 'to', 'answer')",1
"('to', 'answer', 'questions')",1
"('answer', 'questions', 'on')",1
"('the', 'board', '43')",1
"('board', '43', 'the')",1
"('43', 'the', 'foregoing')",1
"('the', 'foregoing', 'indicates')",1
"('foregoing', 'indicates', 'that')",1
"('indicates', 'that', 'an')",1
"('that', 'an', 'increase')",1
"('an', 'increase', 'in')",1
"('increase', 'in', 'learning')",1
"('in', 'learning', 'outcomes')",1
"('learning', 'outcomes', 'for')",1
"('outcomes', 'for', 'pancasila')",1
"('for', 'pancasila', 'education')",1
"('pancasila', 'education', 'and')",1
"('education', 'and', 'citizenship')",1
"('and', 'citizenship', 'for')",1
"('citizenship', 'for', 'class')",1
"('for', 'class', 'ix3')",1
"('2', 'tanete', 'jikap')",1
"('tanete', 'jikap', 'pgsd')",1
"('ilmu', 'kependidikan', '136')",1
"('kependidikan', '136', 'riaja')",1
"('136', 'riaja', 'barru')",1
"('barru', 'regency', 'after')",1
"('regency', 'after', 'applying')",1
"('after', 'applying', 'the')",1
"('applying', 'the', 'jigsaw')",1
"('the', 'jigsaw', 'type')",1
"('learning', 'model', 'the')",1
"('model', 'the', 'motivation')",1
"('the', 'motivation', 'of')",1
"('motivation', 'of', 'students')",1
"('students', 'in', 'participating')",1
"('in', 'participating', 'in')",1
"('participating', 'in', 'the')",1
"('learning', 'process', 'increased')",1
"('process', 'increased', 'this')",1
"('increased', 'this', 'was')",1
"('this', 'was', 'seen')",1
"('was', 'seen', 'from')",1
"('seen', 'from', 'the')",1
"('from', 'the', 'increase')",1
"('the', 'increase', 'in')",1
"('increase', 'in', 'the')",1
"('in', 'the', 'frequency')",1
"('frequency', 'of', 'students')",1
"('students', 'who', 'wanted')",1
"('who', 'wanted', 'to')",1
"('wanted', 'to', 'solve')",1
"('to', 'solve', 'practice')",1
"('solve', 'practice', 'questions')",1
"('practice', 'questions', 'on')",1
"('the', 'board', 'the')",1
"('board', 'the', 'seriousness')",1
"('the', 'seriousness', 'of')",1
"('seriousness', 'of', 'students')",1
"('students', 'in', 'the')",1
"('in', 'the', 'use')",1
"('use', 'of', 'instructional')",1
"('of', 'instructional', 'media')",1
"('instructional', 'media', 'and')",1
"('media', 'and', 'student')",1
"('and', 'student', 'activity')",1
"('student', 'activity', 'in')",1
"('activity', 'in', 'each')",1
"('in', 'each', 'group')",1
"('each', 'group', 'work')",1
"('group', 'work', 'keywords')",1
"('work', 'keywords', 'learning')",1
"('keywords', 'learning', 'outcomes')",1
"('learning', 'outcomes', 'cooperative')",1
"('outcomes', 'cooperative', 'learning')",1
"('cooperative', 'learning', 'jigsaw')",1
"('learning', 'jigsaw', 'pendahuluan')",1
"('jigsaw', 'pendahuluan', 'salah')",1
"('mengakibatkan', 'kerugian', 'negara')",1
"('peningkatan', 'mutu', 'pendidikan')",1
"('mutu', 'pendidikan', 'nasional')",1
"('program', 'pembangunan', 'bangsa')",1
"('pembangunan', 'bangsa', 'fenomena')",1
"('bangsa', 'fenomena', 'rendahnya')",1
"('fenomena', 'rendahnya', 'mutu')",1
"('aspek', 'input', 'proses')",1
"('output', 'perbaikan', 'pengembangan')",1
"('inovasi', 'pendidikan', 'ketiga')",1
"('pendidikan', 'ketiga', 'aspek')",1
"('membutuhkan', 'sumber', 'daya')",1
"('213', '551', 'triliuntahun')",1
"('berkualitas', 'ilmu', 'pengetahuan')",1
"('mempengaruhi', 'kehidupan', 'manusia')",1
"('usaha', 'pengembangan', 'ilmu')",1
"('pengembangan', 'ilmu', 'pengetahuan')",1
"('bidang', 'ilmu', 'memegang')",1
"('ilmu', 'memegang', 'peranan')",1
"('proses', 'belajarmengajar', 'pendidikan')",1
"('belajarmengajar', 'pendidikan', 'pancasila')",1
"('kesiapan', 'peserta', 'didik')",1
"('kesiapan', 'pengajar', 'peserta')",1
"('pengajar', 'peserta', 'didik')",1
"('peserta', 'didik', 'dituntut')",1
"('pengajar', 'dituntut', 'menguasai')",1
"('dituntut', 'menguasai', 'materi')",1
"('memilih', 'metode', 'pembelajaran')",1
"('tercipta', 'interaksi', 'edukatif')",1
"('kearah', 'peningkatan', 'hasil')",1
"('variasi', 'metode', 'pembelajaran')",1
"('bersifat', 'konstruktivistik', 'dimana')",1
"('konstruktivistik', 'dimana', 'siswa')",1
"('belajar', 'mengajar', 'salah')",1
"('diteliti', 'salah', 'satunya')",1
"('tipe', 'jigsaw', 'pembelajaran')",1
"('jigsaw', 'pembelajaran', 'kooperatif')",1
"('surplus', 'bahan', 'pangan')",1
"('bahan', 'pangan', 'teratasi')",1
"('berbeda', 'model', 'pembelajaran')",1
"('keberhasilan', 'individu', 'masingmasing')",1
"('individu', 'masingmasing', 'siswa')",1
"('masingmasing', 'siswa', 'dipacu')",1
"('struktur', 'tugas', 'tujuan')",1
"('mencermati', 'proses', 'belajar')",1
"('mengikuti', 'proses', 'pembelajaran')",1
"('proses', 'pembelajaran', 'berdasarkan')",1
"('pembelajaran', 'berdasarkan', 'pengalaman')",1
"('berdasarkan', 'pengalaman', 'mengajar')",1
"('ratarata', 'nilai', 'penilaian')",1
"('nilai', 'penilaian', 'harian')",1
"('diadakan', 'penelitian', '6555')",1
"('penelitian', '6555', 'vol')",1
"('6555', 'vol', '5')",1
"('2021', '137', 'berdasarkan')",1
"('mengangkat', 'judul', 'peningkatan')",1
"('judul', 'peningkatan', 'hasil')",1
"('memperoleh', 'nilai', 'gizi')",1
"('nilai', 'gizi', 'makanan')",1
"('61125', 'juta', 'orang')",1
"('2947', 'populasi', 'indonesia')",1
"('populasi', 'indonesia', 'terselamatkan')",1
"('gizi', 'buruk', 'bappenas')",1
"('buruk', 'bappenas', '2021')",1
"('kabupaten', 'barru', 'pengertian')",1
"('bappenas', '2021', 'kajian')",1
"('pembelajaran', 'kooperatif', 'pembelajaran')",1
"('kooperatif', 'pembelajaran', 'kooperatif')",1
"('dimana', 'siswa', 'belajar')",1
"('menyelesaikan', 'tugas', 'kelompok')",1
"('menguasai', 'bahan', 'pembelajaran')",1
"('bahan', 'pembelajaran', 'lundgren')",1
"('pembelajaran', 'lundgren', 'khafid')",1
"('lundgren', 'khafid', '2016')",1
"('khafid', '2016', 'penerapan')",1
"('2016', 'penerapan', 'pembelajaran')",1
"('penerapan', 'pembelajaran', 'kooperatif')",1
"('tujuan', 'mengarahkan', 'siswa')",1
"('dikutip', 'nurdin', '2002')",1
"('nurdin', '2002', 'mengemukakan')",1
"('2002', 'mengemukakan', 'model')",1
"('mengemukakan', 'model', 'pembelajaran')",1
"('food', 'waste', 'rumah')",1
"('waste', 'rumah', 'tangga')",1
"('konstruvisme', 'pembelajaran', 'kooperatif')",1
"('konstruktivisme', 'keempat', 'langkah')",1
"('1', 'orientasi', 'orientation')",1
"('dipelajari', '2', 'pemunculan')",1
"('2', 'pemunculan', 'gagasan')",1
"('pemunculan', 'gagasan', 'elicitation')",1
"('gagasan', 'elicitation', 'of')",1
"('elicitation', 'of', 'ideas')",1
"('gurunya', '3', 'penyusunan')",1
"('3', 'penyusunan', 'ulang')",1
"('penyusunan', 'ulang', 'perubahan')",1
"('perluasan', 'gagasan', 'restructuring')",1
"('gagasan', 'restructuring', 'modification')",1
"('restructuring', 'modification', 'and')",1
"('modification', 'and', 'extension')",1
"('and', 'extension', 'meliputi')",1
"('extension', 'meliputi', 'aktifitas')",1
"('rumah', 'tangga', 'direduksi')",1
"('dibentuk', 'kedalam', 'konteks')",1
"('muhammad', 'nur', '20006')",1
"('nur', '20006', 'mengemukakan')",1
"('1', 'student', 'teamsachievement')",1
"('student', 'teamsachievement', 'divisions')",1
"('teamsachievement', 'divisions', 'stad')",1
"('tim', 'siswa', 'kelompok')",1
"('siswa', 'kelompok', 'prestasi')",1
"('tingkat', 'prestasi', 'jenis')",1
"('prestasi', 'jenis', 'kelamin')",1
"('suku', 'guru', 'menyajikan')",1
"('guru', 'menyajikan', 'pelajaran')",1
"('siswa', 'dikenai', 'kuis')",1
"('individual', '2', 'teamassisted')",1
"('2', 'teamassisted', 'individualization')",1
"('teamassisted', 'individualization', 'tai')",1
"('pengajaran', 'individual', 'dibantutim')",1
"('pembelajaran', 'individual', 'tai')",1
"('kemampuan', 'bervariasi', 'perbedaanya')",1
"('tai', 'menggabungkan', 'pembelajaran')",1
"('menggabungkan', 'pembelajaran', 'kooperatif')",1
"('pembelajaran', 'individual', '3')",1
"('individual', '3', 'pembelajaran')",1
"('3', 'pembelajaran', 'kooperatif')",1
"('5', 'emisi', 'gas')",1
"('rumah', 'kaca', 'turun')",1
"('metode', 'jigsaw', 'siswa')",1
"('jigsaw', 'siswa', 'dikelompokkan')",1
"('tim', 'beranggotakan', 'enam')",1
"('beranggotakan', 'enam', 'orang')",1
"('mempelajari', 'materi', 'akademik')",1
"('bergantian', 'mengajar', 'teman')",1
"('langkahlangkah', 'model', 'pembelajaran')",1
"('6', 'fase', 'langkah')",1
"('fase', 'langkah', 'utama')",1
"('ilmu', 'kependidikan', '138')",1
"('kependidikan', '138', 'tabel')",1
"('138', 'tabel', '1')",1
"('tabel', '1', 'fase')",1
"('1', 'fase', 'langkah')",1
"('pembelajaran', 'kooperatif', 'fase')",1
"('kooperatif', 'fase', 'tingkah')",1
"('fase', 'tingkah', 'laku')",1
"('tingkah', 'laku', 'guru')",1
"('laku', 'guru', 'fase1')",1
"('memotivasi', 'siswa', 'guru')",1
"('memotivasi', 'siswa', 'fase2')",1
"('siswa', 'fase2', 'menyajikan')",1
"('fase2', 'menyajikan', 'informasi')",1
"('menyajikan', 'informasi', 'guru')",1
"('informasi', 'guru', 'menyajikan')",1
"('guru', 'menyajikan', 'informasi')",1
"('bacaan', 'fase3', 'mengorganisasikan')",1
"('fase3', 'mengorganisasikan', 'siswa')",1
"('kelompok', 'belajar', 'guru')",1
"('membentuk', 'kelompok', 'belajar')",1
"('efisien', 'fase4', 'membimbing')",1
"('fase4', 'membimbing', 'kelompok')",1
"('belajar', 'guru', 'membimbing')",1
"('guru', 'membimbing', 'kelompokkelompok')",1
"('membimbing', 'kelompokkelompok', 'belajar')",1
"('tugas', 'fase5', 'evaluasi')",1
"('fase5', 'evaluasi', 'guru')",1
"('evaluasi', 'guru', 'mengevaluasi')",1
"('guru', 'mengevaluasi', 'hasil')",1
"('mempresentasikan', 'hasil', 'kerjanya')",1
"('hasil', 'kerjanya', 'fase6')",1
"('penghargaan', 'guru', 'mencari')",1
"('hasil', 'belajar', 'individu')",1
"('kelompok', 'pembelajaran', 'kooperatif')",1
"('metode', 'jigsaw', 'halhal')",1
"('pembelajaran', 'kooperatif', '1')",1
"('kooperatif', '1', 'memilih')",1
"('1', 'memilih', 'pendekatan')",1
"('peneliti', 'mengambil', 'pendekatan')",1
"('mengambil', 'pendekatan', 'jigsaw')",1
"('penerapannya', 'siswa', 'dibagi')",1
"('6', 'enam', 'anggota')",1
"('enam', 'anggota', 'kelompok')",1
"('anggota', 'kelompok', 'belajar')",1
"('heterogen', 'materi', 'pembelajaran')",1
"('b', 'kelompok', 'ahli')",1
"('kelompok', 'ahli', '2')",1
"('ahli', '2', 'pemilihan')",1
"('2', 'pemilihan', 'materi')",1
"('pendekatan', 'jigsaw', 'materi')",1
"('subtopik', '3', 'pembentukan')",1
"('3', 'pembentukan', 'kelompok')",1
"('kaca', 'turun', 'mengalami')",1
"('kelompok', 'siswa', 'tugas')",1
"('siswa', 'tugas', 'perencanaan')",1
"('kelompok', 'siswa', 'dibentuk')",1
"('rendah', '4', 'pengembangan')",1
"('4', 'pengembangan', 'materi')",1
"('pembelajaran', 'kooperatif', 'informasi')",1
"('bentuk', 'teks', 'lembar')",1
"('teks', 'lembar', 'kegiatan')",1
"('panduan', 'belajar', 'pemberian')",1
"('belajar', 'pemberian', 'nilai')",1
"('tipe', 'jigsaw', 'guru')",1
"('bahan', 'pelajaran', 'skor')",1
"('menghitung', 'skor', 'dasar')",1
"('skor', 'dasar', 'berdasarkan')",1
"('dasar', 'berdasarkan', 'kuis')",1
"('turun', 'mengalami', 'penurunan')",1
"('hotel', 'restoran', 'katering')",1
"('restoran', 'katering', 'horeka')",1
"('skor', 'perkembangan', 'tabel')",1
"('perkembangan', 'tabel', '2')",1
"('tabel', '2', 'prosedur')",1
"('2', 'prosedur', 'penyekoran')",1
"('pendekatan', 'jigsaw', 'langkah')",1
"('jigsaw', 'langkah', '1')",1
"('langkah', '1', 'menetapkan')",1
"('1', 'menetapkan', 'skor')",1
"('menetapkan', 'skor', 'dasar')",1
"('skor', 'dasar', 'langkah')",1
"('dasar', 'langkah', '2')",1
"('langkah', '2', 'menghitung')",1
"('2', 'menghitung', 'skor')",1
"('kuis', 'terkini', 'langkah')",1
"('terkini', 'langkah', '3')",1
"('langkah', '3', 'menghitung')",1
"('3', 'menghitung', 'skor')",1
"('skor', 'berdasarkan', 'skorskor')",1
"('siswa', 'memperoleh', 'poin')",1
"('pelajaran', 'terkini', 'siswa')",1
"('melampaui', 'skor', 'dasar')",1
"('10', 'poin', 'dibawah')",1
"('food', 'loss', 'produksi')",1
"('pascapanen', 'penurunan', 'emisi')",1
"('skor', 'dasar', '0')",1
"('dasar', '0', 'poin')",1
"('0', 'poin', '110')",1
"('poin', '110', 'poin')",1
"('110', 'poin', 'dibawah')",1
"('skor', 'dasar', '10')",1
"('dasar', '10', 'poin')",1
"('10', 'poin', '10')",1
"('poin', '10', 'poin')",1
"('skor', 'dasar', '20')",1
"('dasar', '20', 'poin')",1
"('penurunan', 'emisi', 'grk')",1
"('eissn', '24610720', '553')",1
"('30', 'poin', 'pekerjaan')",1
"('poin', 'pekerjaan', 'sempurna')",1
"('pekerjaan', 'sempurna', 'tampa')",1
"('sempurna', 'tampa', 'memperhatikan')",1
"('tampa', 'memperhatikan', 'skor')",1
"('memperhatikan', 'skor', 'dasar')",1
"('perhitungan', 'skor', 'kelompok')",1
"('menjumlahkan', 'masingmasing', 'skor')",1
"('masingmasing', 'skor', 'individu')",1
"('skor', 'individu', 'anggota')",1
"('individu', 'anggota', 'kelompok')",1
"('skor', 'ratarata', 'kelompok')",1
"('15', 'poin', 'tim')",1
"('poin', 'tim', 'super')",1
"('tim', 'super', '25')",1
"('super', '25', 'poin')",1
"('25', 'poin', 'tim')",1
"('poin', 'tim', 'hebat')",1
"('tim', 'hebat', '20')",1
"('hebat', '20', 'poin')",1
"('20', 'poin', 'tahap')",1
"('poin', 'tahap', 'model')",1
"('tahap', 'model', 'pembelajaran')",1
"('industri', 'turunan', 'pariwisata')",1
"('kelompok', 'ahli', 'siswa')",1
"('kegiatan', 'pembelajaran', 'kooperatif')",1
"('pembelajaran', 'kooperatif', 'berjalan')",1
"('meningkatnya', 'timbulan', 'sampah')",1
"('keterampilan', 'kooperatif', 'lundgren')",1
"('budiastuti', '2001', 'mengemukakan')",1
"('keterampilan', 'kooperatif', 'berfungsi')",1
"('melancarkan', 'hubungan', 'kerja')",1
"('kelompok', 'keterampilan', 'kooperatif')",1
"('keterampilan', 'kooperatif', 'memiliki')",1
"('tingkat', 'mahir', 'keterampilan')",1
"('mahir', 'keterampilan', 'keterampilan')",1
"('1', 'keterampilan', 'kooperatif')",1
"('timbulan', 'sampah', 'pasca')",1
"('kesepakatan', 'menghargai', 'kontribusi')",1
"('suara', 'pelan', 'mengambil')",1
"('pelan', 'mengambil', 'giliran')",1
"('kelompok', 'mendorong', 'berpartisipasi')",1
"('mendorong', 'berpartisipasi', 'mengundang')",1
"('berpartisipasi', 'mengundang', 'orang')",1
"('berbicara', 'menyelesaikan', 'tugas')",1
"('memandang', 'pembicara', 'mengatasi')",1
"('pembicara', 'mengatasi', 'gangguan')",1
"('mengatasi', 'gangguan', 'menolong')",1
"('menghormati', 'perbedaan', 'individu')",1
"('perbedaan', 'individu', '2')",1
"('individu', '2', 'keterampilan')",1
"('2', 'keterampilan', 'kooperatif')",1
"('kooperatif', 'tingkat', 'menengah')",1
"('ringkasan', 'menafsirkan', 'mengatur')",1
"('mengorganisir', 'memeriksa', 'ketepatan')",1
"('memeriksa', 'ketepatan', 'menerima')",1
"('ketepatan', 'menerima', 'tanggung')",1
"('tenang', '3', 'keterampilan')",1
"('3', 'keterampilan', 'kooperatif')",1
"('kooperatif', 'tingkat', 'mahir')",1
"('tingkat', 'mahir', 'mengelaborasi')",1
"('mahir', 'mengelaborasi', 'memeriksa')",1
"('posisi', 'menetapkan', 'tujuan')",1
"('menetapkan', 'tujuan', 'berkompromi')",1
"('tujuan', 'berkompromi', 'menghadapi')",1
"('khusus', 'hipotesis', 'tindakan')",1
"('hipotesis', 'tindakan', 'berdasarkan')",1
"('rumusan', 'hipotesis', 'tindakan')",1
"('ditingkatkan', 'metode', 'penelitian')",1
"('penelitian', 'deskriptif', 'kwalitatif')",1
"('rancngan', 'penelitian', 'tindakan')",1
"('tindakan', 'kelas', 'ptk')",1
"('kelas', 'ptk', 'penelitian')",1
"('ptk', 'penelitian', 'tindakan')",1
"('memperbaiki', 'proses', 'pembelajaran')",1
"('proses', 'pembelajaran', 'pendidikan')",1
"('pembelajaran', 'pendidikan', 'pancasila')",1
"('sampah', 'pasca', 'panen')",1
"('meningkatnya', 'emisi', 'karbon')",1
"('belajar', 'siswa', 'jikap')",1
"('siswa', 'jikap', 'pgsd')",1
"('ilmu', 'kependidikan', '140')",1
"('kependidikan', '140', 'penelitian')",1
"('140', 'penelitian', 'tindakan')",1
"('dilaksanakan', 'berdasarkan', 'hasil')",1
"('berdasarkan', 'hasil', 'refleksi')",1
"('optimal', 'penelitian', 'tindakan')",1
"('rancangan', 'penyusunan', 'rencana')",1
"('penyusunan', 'rencana', 'planning')",1
"('rencana', 'planning', 'pelaksanaan')",1
"('planning', 'pelaksanaan', 'tindakan')",1
"('pelaksanaan', 'tindakan', 'acting')",1
"('tindakan', 'acting', 'observasi')",1
"('acting', 'observasi', 'observing')",1
"('refleksi', 'reflecting', 'peneliti')",1
"('strategi', 'menahan', 'timbulan')",1
"('menahan', 'timbulan', 'sampah')",1
"('ix', '3', 'smpn')",1
"('3', 'smpn', '2')",1
"('sampah', 'bahan', 'pangan')",1
"('kualifikasi', 'pendidikan', 'sarjana')",1
"('pendidikan', 'sarjana', 'pendidikan')",1
"('sarjana', 'pendidikan', 'pancasila')",1
"('ix3', 'semester', 'i')",1
"('kabupaten', 'barru', 'penelitian')",1
"('2019', 'penelitian', 'dilaksankan')",1
"('1', 'faktor', 'proses')",1
"('keaktifan', 'siswa', 'interaksi')",1
"('siswa', 'interaksi', 'siswa')",1
"('belajar', 'mengajar', '2')",1
"('mengajar', '2', 'faktor')",1
"('2', 'faktor', 'hasil')",1
"('hasil', 'kemampuan', 'pendidikan')",1
"('kemampuan', 'pendidikan', 'pancasila')",1
"('siklus', 'penelitian', 'tindakan')",1
"('a', 'siklus', 'i')",1
"('bahan', 'pangan', 'pasca')",1
"('pangan', 'pasca', 'panen')",1
"('kali', 'pertemuan', 'b')",1
"('pertemuan', 'b', 'siklus')",1
"('b', 'siklus', 'ii')",1
"('pasca', 'panen', 'kreativitas')",1
"('siklus', 'dilaksanakan', 'sesuai')",1
"('siklus', 'i', 'perencanaan')",1
"('i', 'perencanaan', 'tindakan')",1
"('perencanaan', 'tindakan', '1')",1
"('tindakan', '1', 'menelaah')",1
"('1', 'menelaah', 'kurikulum')",1
"('siklus', 'ii', '3')",1
"('tipe', 'jigsaw', '4')",1
"('alat', 'bantu', 'mengajar')",1
"('rangka', 'optimalisasi', 'pembelajaran')",1
"('optimalisasi', 'pembelajaran', 'kooperatiftipe')",1
"('pembelajaran', 'kooperatiftipe', 'jigsaw')",1
"('kooperatiftipe', 'jigsaw', '5')",1
"('jigsaw', '5', 'menyusun')",1
"('5', 'menyusun', 'kelompok')",1
"('menyusun', 'kelompok', 'belajar')",1
"('kelompok', 'belajar', 'siswa')",1
"('kelompok', 'ahli', '6')",1
"('ahli', '6', 'merencanakan')",1
"('6', 'merencanakan', 'pengaturan')",1
"('kelompok', 'ahli', '7')",1
"('meliputi', 'kehadiran', 'siswa')",1
"('kehadiran', 'siswa', 'siswa')",1
"('lisan', 'guru', 'siswa')",1
"('pekerjaan', 'rumah', 'siswa')",1
"('kerja', 'kelompok', 'siswa')",1
"('papan', 'tulis', '8')",1
"('tulis', '8', 'refleksi')",1
"('diterapkan', 'kooperatif', 'tipe')",1
"('tipe', 'jigsaw', 'pelaksanaan')",1
"('jigsaw', 'pelaksanaan', 'tindakan')",1
"('pelaksanaan', 'tindakan', 'silkus')",1
"('tindakan', 'silkus', 'i')",1
"('silkus', 'i', 'dilaksanakan')",1
"('menciptakan', 'ragam', 'pangan')",1
"('menangani', 'krisis', 'ketahanan')",1
"('kali', 'pertemuan', 'model')",1
"('2', 'kelompok', 'siswa')",1
"('ahli', 'materi', 'tugas')",1
"('materi', 'tugas', 'dibagi')",1
"('krisis', 'ketahanan', 'pangan')",1
"('2021', '141', 'rincian')",1
"('141', 'rincian', 'tindakan')",1
"('1', 'penyajian', 'materi')",1
"('penyajian', 'materi', 'pelajaran')",1
"('menyajikan', 'informasi', 'materi')",1
"('beranggotakan', '4', 'orang')",1
"('4', 'orang', 'siswa')",1
"('2', 'diskusi', 'kelompok')",1
"('ketahanan', 'pangan', 'meningkatkan')",1
"('kerja', 'kelompok', '3')",1
"('kelompok', '3', 'laporan')",1
"('3', 'laporan', 'kelompok')",1
"('anggota', 'kelompoknya', 'guru')",1
"('kelompok', 'ahli', 'guru')",1
"('ahli', 'guru', 'memantau')",1
"('hasil', 'diskusi', 'kelompok')",1
"('kerja', 'kelompok', 'masingmasing')",1
"('kelompok', 'masingmasing', 'kelompok')",1
"('mempresentasikan', 'hasil', 'diskusi')",1
"('tanggapan', '5', 'teskuis')",1
"('skor', 'perkembangan', '6')",1
"('perkembangan', '6', 'penghargaan')",1
"('6', 'penghargaan', 'tim')",1
"('hasil', 'kerja', 'siswa')",1
"('lembar', 'observasi', '1')",1
"('a', 'persentase', 'kehadiran')",1
"('pangan', 'meningkatkan', 'kesejahteraan')",1
"('kehadiran', 'siswa', 'b')",1
"('dimengerti', 'c', 'siswa')",1
"('lisan', 'guru', 'd')",1
"('guru', 'd', 'siswa')",1
"('pekerjaan', 'rumah', 'e')",1
"('rumah', 'e', 'siswa')",1
"('kerja', 'kelompok', '2')",1
