bigram,frekuensi
"('opac', 'yulinar')",1
"('perpustakaan', '9')",1
"('3', 'generasi')",1
"('akses', 'catalog')",1
"('perpustakaan', 'konsep')",1
"('konsep', 'integrasi')",1
"('generasi', 'iii')",1
"('iii', 'dibangun')",1
"('dibangun', 'local')",1
"('kemampuan', 'komputasi')",1
"('stasiun', 'kerja')",1
"('perpustakaan', 'istilah')",1
"('istilah', 'sistem')",1
"('ter', 'integrasi')",1
"('integrasi', 'integrated')",1
"('integrated', 'library')",1
"('pengaksesan', 'katalog')",1
"('nama', 'opac')",1
"('public', 'akses')",1
"('informasi', 'tunggal')",1
"('berbasis', 'komputer')",1
"('m1elakukan', 'tukar')",1
"('tukar', 'menukar')",1
"('menukar', 'informasi')",1
"('pemanfaatan', 'data')",1
"('sistem', 'housekeping')",1
"('housekeping', 'perpustakaan')",1
"('mesin', 'komputer')",1
"('penyimpanan', 'pemprosesan')",1
"('pemprosesan', 'datadata')",1
"('datadata', 'bisnis')",1
"('bisnis', 'teknis')",1
"('2', 'pelaksanaan')",1
"('saranasarana', 'otomatis')",1
"('otomatis', 'sippl')",1
"('2', 'information')",1
"('information', 'retrieval')",1
"('retrieval', 'temu')",1
"('informasi', 'penelusuran')",1
"('informasi', 'sistem')",1
"('vol1', 'menggambarkan')",1
"('menggambarkan', 'penerapan')",1
"('penerapan', 'mesin')",1
"('informasi', 'pengelolaan')",1
"('sub', 'sistem')",1
"('sub', 'sis')",1
"('tem', 'opac')",1
"('pengaksesan', 'online')",1
"('katalog', 'sistem')",1
"('nama', 'otomasi')",1
"('layanan', 'sirkulasi')",1
"('generasi', 'otomasi')",1
"('1', 'generasi')",1
"('generasi', 'i')",1
"('i', 'otomasi')",1
"('otomasi', 'aktivitasaktivitas')",1
"('aktivitasaktivitas', 'pemrosesan')",1
"('pengatalogan', 'ditambah')",1
"('pengendalian', 'sirkulasi')",1
"('sastra', 'puisi')",1
"('hotpotai', 'teknologi')",1
"('tren', 'program')",1
"('program', 'gai')",1
"('gai', 'generative')",1
"('generative', 'artificial')",1
"('2022', 'maganga')",1
"('technology', 'vol1')",1
"('tarik', 'estetika')",1
"('2022', 'hotpotai')",1
"('memvisualisasikan', 'teks')",1
"('gambar', 'platform')",1
"('membantu', 'mengubah')",1
"('mengubah', 'puisi')",1
"('kelemahan', 'penggunaan')",1
"('objek', 'tulisan')",1
"('system', 'ai')",1
"('ai', 'hermann')",1
"('von', 'eichendorf')",1
"('eichendorf', 'puisi')",1
"('eichendorff', 'membincang')",1
"('membincang', 'karya')",1
"('karya', 'puisi')",1
"('puisi', 'joseph')",1
"('sippl', '1975')",1
"('konsep', 'otomasi')",1
"('otomasi', 'berdasarkan')",1
"('berdasarkan', 'encyclopedia')",1
"('diciptakan', 'kuailitas')",1
"('penanaman', 'nilai')",1
"('nilai', 'beserta')",1
"('beserta', 'karakter')",1
"('insti', 'tusi')",1
"('membentuk', 'lan')",1
"('lan', 'local')",1
"('network', 'b')",1
"('b', 'pengkaitan')",1
"('library', 'networking')",1
"('a', 'kerjasama')",1
"('jaringan', 'in')",1
"('pencarian', 'data')",1
"('informasi', 'temu')",1
"('penggunaan', 'saranasaran')",1
"('saranasaran', 'elektronis')",1
"('lokal', 'b')",1
"('cdrom', 'c')",1
"('lembaga', 'informasi')",1
"('informasi', 'pusdokinfo')",1
"('tic', 'o')",1
"('bidang', 'dokumentasi')",1
"('jaringan', 'wide')",1
"('wide', 'area')",1
"('yak', 'dikenal')",1
"('internet', 'general')",1
"('software', 'perangkat')",1
"('keperlu', 'an')",1
"('individu', 'pengertian')",1
"('pengertian', 'otomasi')",1
"('segi', 'etimologi')",1
"('etimologi', 'berasal')",1
"('library', 'automation')",1
"('microcomputer', 'dictionary')",1
"('1', 'perubahan')",1
"('otomatis', '2')",1
"('daerah', 'kerjanya')",1
"('kerjanya', 'mencakup')",1
"('mencakup', 'radius')",1
"('an', 'tar')",1
"('tar', 'benua')",1
"('metropolitat', 'area')",1
"('network', 'man')",1
"('50', 'km')",1
"('alternatif', 'pilihan')",1
"('mem', 'bangun')",1
"('bangun', 'jaringan')",1
"('komputer', 'kantor')",1
"('kantor', 'kantor')",1
"('kota', 'pengenalan')",1
"('jenis', 'teknologi')",1
"('1', 'inlislite')",1
"('network', 'ing')",1
"('ing', 'jaringan')",1
"('jaringan', 'kerjasama')",1
"('pustakaan', 'istilah')",1
"('istilah', 'library')",1
"('pesan', 'o')",1
"('tic', '10')",1
"('10', 'jurnal')",1
"('lembaga', 'lembaga')",1
"('bidang', 'informasi')",1
"('pengkai', 'tan')",1
"('tan', 'komputer')",1
"('komputer', 'perpustakaan')",1
"('2019', 'o')",1
"('pesan', 'library')",1
"('library', 'network')",1
"('hermann', '2023')",1
"('2023', 'menariknya')",1
"('supporting', 'system')",1
"('pendidikan', 'terkait')",1
"('kerja', 'relatif')",1
"('pengkaitan', 'komputer')",1
"('komputer', 'lem')",1
"('baga', 'pusdokinfo')",1
"('pendidikan', 'kombinasi')",1
"('pendekatan', 'pendidikan')",1
"('kuailitas', 'belajar')",1
"('upaya', 'penerapan')",1
"('penerapan', 'nilai')",1
"('karakter', 'mulianingsih')",1
"('mulianingsih', 'et')",1
"('mengarahkan', 'anak')",1
"('almalla', 'et')",1
"('menghasilkan', 'deskripsi')",1
"('deskripsi', 'visual')",1
"('menggambarkan', 'konten')",1
"('konten', 'teks')",1
"('mencoba', 'menghubungkan')",1
"('signifikan', 'interaksi')",1
"('mendalam', 'bimbingan')",1
"('internet', 'lan')",1
"('jenisjenis', 'jaringan')",1
"('auto', 'masi')",1
"('masi', 'perpustakaan')",1
"('lingkup', 'geografisnya')",1
"('geografisnya', 'lan')",1
"('mempelajari', 'tren')",1
"('mahapatra', '2023')",1
"('inlislite', 'versi')",1
"('versi', '3')",1
"('3', 'dibangun')",1
"('dibangun', 'da')",1
"('pilihan', 'platform')",1
"('platform', 'baha')",1
"('baha', 'sa')",1
"('jurnal', 'ebook')",1
"('disingkat', 'slims')",1
"('slims', 'slims')",1
"('lunak', 'sistem')",1
"('sa', 'pemrograman')",1
"('pemrograman', 'dotnet')",1
"('dotnet', 'framework')",1
"('php', 'opensource')",1
"('linux', '2')",1
"('system', 'sumber')",1
"('sumber', 'terbuka')",1
"('gpl', 'v3')",1
"('v3', 'aplikasi')",1
"('aplikasi', 'slims')",1
"('2', 'software')",1
"('software', 'senayan')",1
"('senayan', 'library')",1
"('komput', 'er')",1
"('membentuk', 'wide')",1
"('wide', 'ar')",1
"('ar', 'ea')",1
"('ea', 'network')",1
"('sistem', 'ma')",1
"('ma', 'najemen')",1
"('najemen', 'perpustakaan')",1
"('data', 'mysql')",1
"('pengontrol', 'versi')",1
"('versi', 'git')",1
"('git', '3')",1
"('3', 'indonesia')",1
"('indonesia', 'one')",1
"('tugas', 'lembaga')",1
"('lembaga', 'induknya')",1
"('sistem', 'temu')",1
"('portal', 'katalog')",1
"('katalog', 'bibliografi')",1
"('koleksi', 'digital')",1
"('sistem', 'oaipmh')",1
"('oaipmh', 'har')",1
"('slims', 'dibangun')",1
"('php', 'basis')",1
"('vesting', 'yulinar')",1
"('perpustakaan', '11')",1
"('4', 'eresources')",1
"('eresources', 'bahan')",1
"('online', 'e')",1
"('e', 'resources')",1
"('one', 'search')",1
"('search', 'merupa')",1
"('karyakarya', 'refer')",1
"('refer', 'ensi')",1
"('ensi', 'online')",1
"('5', 'ipusnas')",1
"('digital', 'persemba')",1
"('persemba', 'han')",1
"('han', 'perpustakaan')",1
"('har', 'vesting')",1
"('dilengkapi', 'fiturfitur')",1
"('fiturfitur', 'media')",1
"('media', 'so')",1
"('perpustakaan', 'teknologi')",1
"('dit', 'ampilkan')",1
"('ampilkan', 'mesti')",1
"('mesti', 'mudah')",1
"('mudah', 'dipa')",1
"('manusia', 'peranan')",1
"('peranan', 'sumber')",1
"('mendukung', 'im')",1
"('perpustakaan', 'nasional')",1
"('nasional', 're')",1
"('re', 'publik')",1
"('publik', 'indonesia')",1
"('pengembang', 'aplikasi')",1
"('1', 'pustakawantenaga')",1
"('kegiatan', 'fungsi')",1
"('fungsi', 'perpustakaan')",1
"('masyarakat', 'sesuai')",1
"('lingkup', 'tugas')",1
"('so', 'sial')",1
"('sial', 'ipusnas')",1
"('ipusnas', 'terhubung')",1
"('induknya', 'ber')",1
"('ber', 'dasarkan')",1
"('dasarkan', 'ilmu')",1
"('pengetahuan', 'perpustakaan')",1
"('dimilikinya', 'me')",1
"('lalui', 'pendidikan')",1
"('informasi', 'da')",1
"('lam', 'layanan')",1
"('karya', 'wan')",1
"('puan', 'profesional')",1
"('profesional', 'kemampuan')",1
"('3', 'meningkatkan')",1
"('meningkatkan', 'jasa')",1
"('4', 'menbangun')",1
"('menbangun', 'jaringan')",1
"('jaringan', 'kerja')",1
"('canggih', 'mesti')",1
"('mesti', 'dibarengi')",1
"('kemampuan', 'pustaka')",1
"('ma', 'junya')",1
"('junya', 'ilmu')",1
"('perpustakaan', 'memer')",1
"('memer', 'lukan')",1
"('lukan', 'tenaga')",1
"('pengguna', 'perpustakaan')",1
"('perorangan', 'kelompok')",1
"('memanfaatkan', 'layanan')",1
"('manusia', 'berkuali')",1
"('menguasai', 'keterampi')",1
"('keterampi', 'lan')",1
"('menunjang', 'perkembangan')",1
"('tantangan', 'teknologi')",1
"('dipa', 'hami')",1
"('hami', 'pemustaka')",1
"('tertarik', 'bertransaksi')",1
"('pustaka', 'wantenaga')",1
"('wantenaga', 'teknis')",1
"('perpustakaan', 'memanfaatkan')",1
"('formasi', '2')",1
"('2', 'pemustaka')",1
"('men', 'teknologi')",1
"('digma', 'pengelolaan')",1
"('pustakaan', 'berbasis')",1
"('sulit', 'diwujudkan')",1
"('buah', 'karya')",1
"('kumpulan', 'data')",1
"('mudah', 'dikopi')",1
"('seizin', 'pemilik')",1
"('meru', 'muskan')",1
"('muskan', 'perencanaan')",1
"('pustakaan', 'kelebihan')",1
"('3', 'pemangku')",1
"('dunia', 'perpustakaan')",1
"('infrastruktur', 'danatau')",1
"('danatau', 'instru')",1
"('instru', 'men')",1
"('1', 'beban')",1
"('ringan', '2')",1
"('tenaga', '3')",1
"('informasi', 'mesti')",1
"('mesti', 'memiliki')",1
"('12', 'jurnal')",1
"('2019', 'samaan')",1
"('samaan', 'persepsi')",1
"('kerjasama', 'kekurangan')",1
"('kekurangan', '1')",1
"('1', 'penggunaan')",1
"('kekurangan', 'penera')",1
"('penera', 'pan')",1
"('pan', 'teknologi')",1
"('informasi', 'kelebihan')",1
"('kelebihan', '1')",1
"('adan', 'ya')",1
"('ya', 'komputer')",1
"('komputer', '2')",1
"('penyediaan', 'infrasruktur')",1
"('instrumen', 'teknologi')",1
"('membutuhkan', 'perencanaan')",1
"('strat', 'yulinar')",1
"('perpustakaan', '13')",1
"('3', 'kemudahan')",1
"('kemudahan', 'pengelolaan')",1
"('pengelolaan', 'in')",1
"('ber', 'tujuan')",1
"('mempercepat', 'pekerjaan')",1
"('menimbulkan', 'pengang')",1
"('pengang', 'guran')",1
"('beban', 'pekerjaan')",1
"('milik', 'pribadi')",1
"('diakses', 'orang')",1
"('4', 'perlindungan')",1
"('penya', 'lahgunaan')",1
"('lahgunaan', 'data')",1
"('kepent', 'ingan')",1
"('ingan', 'pribadi')",1
"('pribadi', '3')",1
"('pemilik', 'informasi')",1
"('untukamencariakeun', 'tunganapribadi')",1
"('tunganapribadi', '5')",1
"('bentuk', 'pangkalan')",1
"('data', 'member')",1
"('member', '4')",1
"('4', 'peluang')",1
"('memindahkan', 'data')",1
"('terserang', 'virus')",1
"('diakses', '6')",1
"('6', 'ketidakmampuan')",1
"('penge', 'tahuan')",1
"('tahuan', 'saran')",1
"('saran', 'saran')",1
"('kajian', 'lanju')",1
"('lanju', 'tan')",1
"('menghambatapekerjaan', 'anggaran')",1
"('memiliki', 'anggaran')",1
"('tid', 'ak')",1
"('5', 'ketergantungan')",1
"('komputer', 'menimbulkan')",1
"('menimbulkan', 'kelemahan')",1
"('listrik', 'mati')",1
"('komputer', 'terserang')",1
"('perencanan', 'komponen')",1
"('penyediaan', 'infra')",1
"('infra', 'struktur')",1
"('ketidakmampuan', 'sumber')",1
"('menguasai', 'teknologi')",1
"('menimbulkan', 'kendala')",1
"('memunculkan', 'ang')",1
"('ang', 'gapan')",1
"('13', 'egis')",1
"('matang', 'sesuai')",1
"('pro', 'porsi')",1
"('ak', 'terbatas')",1
"('proses', 'penyusu')",1
"('penyusu', 'nan')",1
"('nan', 'anggaran')",1
"('proses', 'perencanan')",1
"('rangka', 'mencer')",1
"('mencer', 'daskan')",1
"('daskan', 'kehidupan')",1
"('gramedia', 'pustaka')",1
"('pustaka', 'utama')",1
"('utama', 'pemerintah')",1
"('2007', 'undang')",1
"('undang', 'republik')",1
"('peningkatan', 'pelayanan')",1
"('optimal', 'dinamika')",1
"('pustakaan', 'berbenah')",1
"('porsi', 'anggarannya')",1
"('anggarannya', 'kesimpulan')",1
"('kesimpulan', 'perpustakaan')",1
"('perpustakaan', 'memikul')",1
"('memikul', 'tanggung')",1
"('hardware', 'perangkat')",1
"('software', 'sumber')",1
"('manusia', 'data')",1
"('bangsa', 'sesuai')",1
"('sesuai', 'ama')",1
"('undang', 'dasar')",1
"('1945', 'peranan')",1
"('citacita', 'mulia')",1
"('indonesia', 'daftar')",1
"('daftar', 'kepustakaan')",1
"('kepustakaan', 'febriyani')",1
"('me', 'manfaatkan')",1
"('manfaatkan', 'teknologi')",1
"('informasi', 'im')",1
"('kompo', 'nen')",1
"('membangun', 'teknologi')",1
"('01311definisiperpustakaan', 'menurutparaahlihtml')",1
"('menurutparaahlihtml', 'diakses')",1
"('15', 'maret')",1
"('imanuel1', 'ganjar')",1
"('ganjar', 'alfian2')",1
"('alfian2', '12')",1
"('12', 'departemen')",1
"('departemen', 'teknik')",1
"('pengertianteknologiinformasi', 'menurutparaahli')",1
"('menurutparaahli', 'diakses')",1
"('16', 'maret')",1
"('febriyani', 'setiawan')",1
"('2019', 'definisi')",1
"('definisi', 'perpustakaan')",1
"('ahli', 'httpfebriyani23blogspotcom2')",1
"('httpfebriyani23blogspotcom2', '01311definisiperpustakaan')",1
"('1991', 'pengantar')",1
"('ilmu', 'perpustakaan')",1
"('perpustakaan', 'jakarta')",1
"('2019', 'parta')",1
"('2019', '10')",1
"('10', 'pengertian')",1
"('ahli', 'httpswwwgurupendidikancoid10')",1
"('httpswwwgurupendidikancoid10', 'pengertianteknologiinformasi')",1
"('indonesia', '43')",1
"('pustakaan', 'lembaran')",1
"('lembaran', 'negara')",1
"('2019', 'anonim')",1
"('2015', 'sumber')",1
"('manusia', 'materi')",1
"('materi', 'pengertian')",1
"('sulistyobasuki', '1991')",1
"('peluang', 'ketiga')",1
"('ketiga', 'penelitian')",1
"('topik', 'pemrosesan')",1
"('penelitian', 'visi')",1
"('menghubungkan', 'katakata')",1
"('teknologi', 'pengganti')",1
"('2007', 'nomor')",1
"('nomor', '129')",1
"('visi', 'computer')",1
"('budaya', 'fitriyani')",1
"('fitriyani', 'et')",1
"('2021', 'penelitian')",1
"('menciptakan', 'konten')",1
"('pendidikan', 'generative')",1
"('tren', 'pasar')",1
"('mencari', 'peluang')",1
"('283', 'visualisasi')",1
"('2022', 'prospek')",1
"('apresiasi', 'karya')",1
"('tantangannya', 'raup')",1
"('raup', 'et')",1
"('2022', 'penggunaan')",1
"('proses', 'ai')",1
"('sepenuhnya', 'memuaskan')",1
"('informatika', 'sekolah')",1
"('sekolah', 'vokasi')",1
"('vokasi', 'universitas')",1
"('online', 'dennis')",1
"('dennis', 'alfa')",1
"('alfa', 'imanuel1')",1
"('283292', 'pissn')",1
"('25286579', '283')",1
"('11', 'april')",1
"('metode', 'uat')",1
"('uat', 'user')",1
"('kunci', 'visualisasi')",1
"('data', 'looker')",1
"('studio', 'segmentasi')",1
"('kinerja', 'clustering')",1
"('studio', 'ditampilkan')",1
"('persaingan', 'ketat')",1
"('mada', 'yogyakarta')",1
"('yogyakarta', 'email')",1
"('email', '1dennisalfa01mailugmacid')",1
"('1dennisalfa01mailugmacid', '2ganjaralfianugmacid')",1
"('2ganjaralfianugmacid', 'penulis')",1
"('masuk', '2')",1
"('desember', '2024')",1
"('karakteristik', 'pelanggannya')",1
"('pelanggannya', 'penerapan')",1
"('penerapan', 'segmentasi')",1
"('pelanggan', 'hasil')",1
"('abstrak', 'meningkatnya')",1
"('meningkatnya', 'minat')",1
"('pelanggan', 'toko')",1
"('online', 'menimbulkan')",1
"('129', 'sekretariat')",1
"('sekretariat', 'negara')",1
"('negara', 'jakarta')",1
"('doi', '1025126jtiik2025128619')",1
"('1025126jtiik2025128619', 'vol')",1
"('memahami', 'data')",1
"('mengusulkan', 'visualisasi')",1
"('kompetitif', 'retailer')",1
"('tambahan', 'beyan')",1
"('beyan', 'rossy')",1
"('sentuhan', 'seni')",1
"('seni', 'manusia')",1
"('menghasilkan', 'visualisasi')",1
"('bermakna', 'kemampuan')",1
"('kemampuan', 'analisis')",1
"('huang', '2022')",1
"('berbantuan', 'ai')",1
"('tiwary', 'mahapatra')",1
"('prospek', 'penggunaan')",1
"('ai', 'generator')",1
"('alat', 'rendering')",1
"('melepaskan', 'ketergantungan')",1
"('aplikasi', 'penyuntingan')",1
"('penyuntingan', 'tambahan')",1
"('instalasi', 'seni')",1
"('menciptakan', 'pengalaman')",1
"('pengalaman', 'sensorik')",1
"('bentuk', 'proyeksi')",1
"('proyeksi', 'cahaya')",1
"('cahaya', 'instalasi')",1
"('rossy', '2023')",1
"('gambar', 'berbantuan')",1
"('ditampilkan', 'visualisasi')",1
"('diuji', 'fungsionalitasnya')",1
"('rfm', 'berdasarkan')",1
"('berdasarkan', 'metrik')",1
"('kmeans', 'berturutturut')",1
"('isnah', '2012')",1
"('puisi', 'ismayani')",1
"('ismayani', '2017')",1
"('history', 'data')",1
"('can', 'enhance')",1
"('retailers', 'in')",1
"('in', 'understanding')",1
"('understanding', 'customer')",1
"('characteristics', 'through')",1
"('through', 'assessments')",1
"('assessments', 'based')",1
"('to', 'comprehend')",1
"('comprehend', 'customer')",1
"('pelanggan', 'kmeans')",1
"('rfm', 'retail')",1
"('online', 'visualization')",1
"('from', 'customer')",1
"('customer', 'transaction')",1
"('transaction', 'history')",1
"('customers', 'has')",1
"('has', 'resulted')",1
"('in', 'intense')",1
"('characteristics', 'within')",1
"('within', 'an')",1
"('store', 'abstract')",1
"('the', 'growing')",1
"('attributes', 'using')",1
"('monetary', 'hasil')",1
"('online', 'penelitian')",1
"('menjalankan', 'clustering')",1
"('kmedoids', 'mengacu')",1
"('growing', 'interest')",1
"('interest', 'in')",1
"('shopping', 'among')",1
"('among', 'customers')",1
"('utilized', 'to')",1
"('customers', 'in')",1
"('store', 'this')",1
"('study', 'explores')",1
"('explores', 'the')",1
"('to', 'execute')",1
"('execute', 'clustering')",1
"('study', 'proposes')",1
"('competitiveness', 'retailers')",1
"('clustering', 'and')",1
"('its', 'performance')",1
"('performance', 'will')",1
"('be', 'compared')",1
"('compared', 'with')",1
"('the', 'kmedoids')",1
"('based', 'of')",1
"('facilitates', 'retailers')",1
"('intense', 'competition')",1
"('competition', 'among')",1
"('among', 'retailers')",1
"('retailers', 'to')",1
"('to', 'sustain')",1
"('sustain', 'a')",1
"('a', 'competitiveness')",1
"('on', 'attributes')",1
"('attributes', 'derived')",1
"('retailers', 'need')",1
"('need', 'to')",1
"('understand', 'characteristics')",1
"('their', 'customer')",1
"('customer', 'implementation')",1
"('segmentation', 'facilitates')",1
"('monetary', 'the')",1
"('enhance', 'the')",1
"('the', 'retailers')",1
"('retailers', 'understanding')",1
"('and', 'assist')",1
"('assist', 'in')",1
"('the', 'decisionmaking')",1
"('decisionmaking', 'process')",1
"('proses', 'mengonversi')",1
"('instalasi', 'objek')",1
"('objek', 'fisik')",1
"('kombinasi', 'elemenelemen')",1
"('elemenelemen', 'multimedia')",1
"('pesan', 'puisi')",1
"('digitalisasi', 'puisi')",1
"('puisi', 'isnah')",1
"('elemen', 'utama')",1
"('gambar', 'ai')",1
"('tarik', 'visual')",1
"('kerangka', 'apresiasi')",1
"('2012', '3')",1
"('3', 'seminar')",1
"('proceedings', 'fokus')",1
"('fokus', 'tulisan')",1
"('proposes', 'the')",1
"('attributes', 'recency')",1
"('mempertegas', 'pesan')",1
"('sastra', 'ditemukan')",1
"('luas', 'interaksi')",1
"('aini', '2017')",1
"('gambar', 'teknik')",1
"('mengidentifikasi', 'elemen')",1
"('of', 'silhouette')",1
"('silhouette', 'values')",1
"('values', 'calinskiharabasz')",1
"('index', 'and')",1
"('index', 'in')",1
"('system', 'undergoes')",1
"('undergoes', 'testing')",1
"('testing', 'through')",1
"('in', 'customer')",1
"('attributes', 'based')",1
"('on', 'given')",1
"('given', 'metrics')",1
"('metrics', 'the')",1
"('the', 'consecutive')",1
"('consecutive', 'performance')",1
"('performance', 'values')",1
"('clustering', 'performance')",1
"('values', 'for')",1
"('for', 'kmeans')",1
"('are', '06558')",1
"('07219', 'and')",1
"('and', '35789')",1
"('35789', 'while')",1
"('while', 'kmedoids')",1
"('process', 'therefore')",1
"('are', '04677')",1
"('08298', 'and')",1
"('and', '12369')",1
"('12369', 'thus')",1
"('results', 'indicate')",1
"('indicate', 'that')",1
"('the', 'clustering')",1
"('kmedoids', 'on')",1
"('the', 'looker')",1
"('tangan', 'pelanggan')",1
"('dunne', 'et')",1
"('2013', 'kegiatan')",1
"('tertanam', 'erat')",1
"('kehidupan', 'hidup')",1
"('hidup', 'bermasyarakat')",1
"('functionality', 'is')",1
"('the', 'black')",1
"('performance', 'using')",1
"('kmeans', 'is')",1
"('is', 'better')",1
"('better', 'than')",1
"('than', 'using')",1
"('using', 'kmedoids')",1
"('test', 'scenarios')",1
"('scenarios', 'subsequently')",1
"('subsequently', 'the')",1
"('dashboard', 'the')",1
"('segmentation', 'data')",1
"('is', 'displayed')",1
"('displayed', 'and')",1
"('its', 'functionality')",1
"('and', 'receives')",1
"('receives', 'a')",1
"('a', 'highly')",1
"('testing', 'method')",1
"('method', 'successfully')",1
"('successfully', 'completing')",1
"('completing', 'all')",1
"('all', 'test')",1
"('rfm', 'online')",1
"('preferensi', 'berbelanja')",1
"('berbelanja', 'pelanggan')",1
"('membeli', 'produk')",1
"('menikmati', 'layanan')",1
"('layanan', 'jasa')",1
"('dikumpulkan', 'jai')",1
"('jai', 'et')",1
"('kegiatan', 'transaksi')",1
"('highly', 'satisfactory')",1
"('satisfactory', 'rating')",1
"('rating', 'keywords')",1
"('keywords', 'data')",1
"('visualization', 'looker')",1
"('studio', 'customer')",1
"('segmentation', 'kmeans')",1
"('tangan', 'produsen')",1
"('retail', '284')",1
"('284', 'jurnal')",1
"('283292', '1')",1
"('pendahuluan', 'transaksi')",1
"('transaksi', 'jual')",1
"('jual', 'beli')",1
"('beli', 'eceran')",1
"('menyediakan', 'kemudahan')",1
"('melibatkan', 'penjual')",1
"('pelanggan', 'severin')",1
"('severin', 'et')",1
"('al', '2001')",1
"('2001', 'retailing')",1
"('rantai', 'pasokan')",1
"('jasa', 'dipindahkan')",1
"('retailer', 'bersamaan')",1
"('kecepatan', 'efisiensi')",1
"('kemudahan', 'penerapannya')",1
"('penerapannya', 'a')",1
"('data', 'retailer')",1
"('pola', 'memahami')",1
"('pelanggan', 'miglautsch')",1
"('miglautsch', '2000')",1
"('schmitz', '2020')",1
"('kebutuhan', 'seharihari')",1
"('jasa', 'bhatia')",1
"('bhatia', '2008')",1
"('2008', 'berkembangnya')",1
"('berkembangnya', 'teknologi')",1
"('perangkat', 'digital')",1
"('membuka', 'peluang')",1
"('aktivitas', 'minat')",1
"('peningkatan', 'minat')",1
"('pelanggan', 'retail')",1
"('online', 'barile')",1
"('barile', 'et')",1
"('2018', 'peningkatan')",1
"('intensif', 'zaharia')",1
"('zaharia', 'schmitz')",1
"('pendekatan', 'bisnis')",1
"('identifikasi', 'karakteristik')",1
"('mempertahankan', 'pelanggan')",1
"('bersaing', 'mutandwa')",1
"('mutandwa', 'et')",1
"('2009', 'kegiatan')",1
"('retailing', 'online')",1
"('online', 'memiliki')",1
"('1', 'tahap')",1
"('menjalankan', 'segmentasi')",1
"('diuji', 'berdasarkan')",1
"('index', 'keunikan')",1
"('keunikan', 'penelitian')",1
"('integrasi', 'model')",1
"('model', 'clustering')",1
"('berdasarkan', 'elbow')",1
"('membantu', 'retailer')",1
"('performanya', 'dievaluasi')",1
"('pengujian', 'kelayakan')",1
"('uat', '2')",1
"('menjalankan', 'penelitian')",1
"('delapan', 'tahapan')",1
"('tahapan', 'utama')",1
"('utama', 'pengerjaannya')",1
"('chang', 'et')",1
"('2010', 'segmentasi')",1
"('menggambarkan', 'karakteristik')",1
"('beragam', 'berdasarkan')",1
"('segmentasi', 'd')",1
"('al', '2012')",1
"('2012', 'segmentasi')",1
"('pelanggan', 'membantu')",1
"('2000', 'pengelompokan')",1
"('pengelompokan', 'pelanggan')",1
"('unsupervised', 'learning')",1
"('learning', 'menunggunakan')",1
"('menunggunakan', 'algoritma')",1
"('mengelompokkan', 'karakteristik')",1
"('tiaptiap', 'individu')",1
"('berdasarkan', 'kesamaan')",1
"('faktor', 'pendukung')",1
"('mempercepat', 'runtime')",1
"('united', 'kingdom')",1
"('kingdom', 'd')",1
"('chen', '2019')",1
"('2019', 'dataset')",1
"('dataset', 'berbentuk')",1
"('berbentuk', 'spreadsheet')",1
"('meningkatkan', 'pengalaman')",1
"('data', 'tahapan')",1
"('menigkatkan', 'kualitas')",1
"('desember', '2009')",1
"('data', 'transaksi')",1
"('sheet', 'bernama')",1
"('bernama', 'year')",1
"('year', '20102011')",1
"('silhouette', 'anitha')",1
"('anitha', 'patil')",1
"('patil', '2022')",1
"('runtime', 'pemrograman')",1
"('menjalankan', 'dashboard')",1
"('beban', 'komputasi')",1
"('efektif', 'menghindari')",1
"('menghindari', 'error')",1
"('method', 'a')",1
"('berdasarkan', 'metriks')",1
"('diterapkan', 'penelitian')",1
"('menampilkan', 'hasilnya')",1
"('hasilnya', 'performa')",1
"('keputusan', 'sadiku')",1
"('sadiku', 'et')",1
"('rfm', 'diimplementasikan')",1
"('visual', 'transformasi')",1
"('tipografi', 'kreatif')",1
"('gaya', 'huruf')",1
"('huruf', 'ukuran')",1
"('mempelarai', 'dataset')",1
"('nama', 'online')",1
"('uc', 'irvine')",1
"('irvine', 'machine')",1
"('merepresentasikan', 'perasaan')",1
"('membangun', 'harmonisasi')",1
"('harmonisasi', 'visual')",1
"('caracara', 'kreatif')",1
"('kajian', 'ilmiah')",1
"('animasi', 'fadhillanisa')",1
"('kebebasan', 'ekspresi')",1
"('teks', 'sastra')",1
"('hertiasa', '2014')",1
"('2014', 'kolase')",1
"('kolase', 'visual')",1
"('visual', 'ramadhan')",1
"('ramadhan', '2018')",1
"('2018', 'musikalisasi')",1
"('menggali', 'makna')",1
"('menggambar', 'elemen')",1
"('memuat', 'daftar')",1
"('menggambarkan', 'realitas')",1
"('politik', 'budaya')",1
"('batin', 'manusia')",1
"('genre', 'karya')",1
"('sastra', 'menciptakan')",1
"('menciptakan', 'realitas')",1
"('fadhillanisa', 'hertiasa')",1
"('data', 'fan')",1
"('2021', 'immanuel')",1
"('pelanggan', '285')",1
"('285', 'gambar')",1
"('menghapus', 'atribut')",1
"('trasnsaksi', 'atribut')",1
"('atribut', 'customerid')",1
"('customerid', 'atribut')",1
"('sharyanto', 'lestari')",1
"('atribut', 'dataset')",1
"('menghapus', 'baris')",1
"('nilai', 'kosong')",1
"('kosong', 'mengubah')",1
"('mengubah', 'tipe')",1
"('tipe', 'data')",1
"('ketepatan', 'hasil')",1
"('mempermudah', 'proses')",1
"('proses', 'penelitian')",1
"('rfmnya', 'tahapan')",1
