document_name,sentence_number,preprocessed_tokens
Sabar sebuah konsep psikologi.pdf,11,dalam kehidupan seharihari konsep ini juga banyak diguna kan orang ketika menghadapi berbagai persoalan psikologis misalnya menghadapi situasi yang penuh tekanan stress menghadap persoalan musibah atau ketika sedang mengalami kondisi emosi marah
Sabar sebuah konsep psikologi.pdf,12,konsep sabar pada umumnya dikaji dalam konteks moralitas dan religius
Sabar sebuah konsep psikologi.pdf,13,misalnya orang harus sabar menghadapi cobaan orang harus sabar dalam taat menjalankan perintah agama dan menjauhi larangan agama asma 2010 turfe 2009
Sabar sebuah konsep psikologi.pdf,14,konsep sabar juga banyak dibahas dalam kajian budaya jawa
Sabar sebuah konsep psikologi.pdf,15,salah satu prinsip orang jawa yang terkenal adalah eling sabar 1 korespondensi mengenai isi artikel ini dapat mela lui subandiugmacid lan nrimo
Sabar sebuah konsep psikologi.pdf,16,konsep nrimo sudah cukup ba nyak dikaji secara psikologis yuniarti 2009
Sabar sebuah konsep psikologi.pdf,17,namun sejauh ini belum ada kajian secara sistematik mengenai apa dan bagai mana konsep sabar tersebut
Sabar sebuah konsep psikologi.pdf,18,konsep sabar bisa dikategorisasikan sebagai salah satu topik kajian dalam psikologi positif seperti halnya kebersyu kuran gratitude dan pemaafan forgive ness
Sabar sebuah konsep psikologi.pdf,19,literatur yang berkaitan dengan pemaafan forgiveness telah cukup banyak berkembang di barat enrigh 2009
Sabar sebuah konsep psikologi.pdf,20,di indonesia topik pemaafan juga sudah mulai banyak dikaji subandi dkk 2010 rahmandani 2010 zuhdiyati 2010
Sabar sebuah konsep psikologi.pdf,21,demi kian juga topik kebersyukuran gratitude sudah menjadi kajian dalam berbagai literatur emmon mccullough 2004 krause 2006
Sabar sebuah konsep psikologi.pdf,22,beberapa peneliti di indonesia telah mencoba mengkaji topik sabar ini
Sabar sebuah konsep psikologi.pdf,23,misal nya penelitian yang dilakukan moordi subandi jurnal psikologi 216 ningsih 2008
Sabar sebuah konsep psikologi.pdf,24,penelitian moordiningsih mencoba menggali dinamika psikologis ketika orang bersabar namun penelitian ini terlalu fokus pada data di dalam buku buku agama dan teori yang dibangunnya lebih bersifat spekulatif
Sabar sebuah konsep psikologi.pdf,25,demikian juga urbayatun 2010 telah memasukkan aspek sabar sebagai salah satu aspek dari instru ment coping religious
Sabar sebuah konsep psikologi.pdf,26,dalam penelitian urbayatun 2010 sabar secara teoritik diduga mempunyai peranan penting dalam terbentuknya post traumaticgrowth pada survivor gempa bumi di bantul
Sabar sebuah konsep psikologi.pdf,27,namun konsep dasar sabar juga diambil dari buku agama maupun pemahaman seharihari commonsense
Sabar sebuah konsep psikologi.pdf,28,dalam rangka mengkaji konsep sabar di dalam literatur barat peneliti juga telah melakukan penelusuran literatur awal de ngan menggunakan searching engine ebsco
Sabar sebuah konsep psikologi.pdf,29,awalnya peneliti menggunakan kata patient yang merupakan kata sifat dari sabar
Sabar sebuah konsep psikologi.pdf,30,ternyata yang keluar banyak lite ratur yang berkaitan dengan patient dalam pengertian pasien yang mengalami sakit baik fisik maupun psikologis
Sabar sebuah konsep psikologi.pdf,31,tidak satu pun artikel yang berkaitan dengan sabar
Sabar sebuah konsep psikologi.pdf,32,kemudian peneliti menggunakan kata kunci patience kesabaran kata benda yang dikaitkan dengan beberapa keywords lain misalnya patience and religion patience and wisdom patience and health
Sabar sebuah konsep psikologi.pdf,33,dari searching ini peneliti berhasil mendapatkan 20 artikel baik artikel psikologi maupun ilmuilmu yang terkait yang di dalamnya memuat kata patience yaitu agte chiplonkar 2007 alhooli alshamari 2009 akano 2003 bussing dkk
Sabar sebuah konsep psikologi.pdf,34,2007 chaudry 2008 colling 2004 fetzer 2004 goral 2010 hagedoorn dkk
Sabar sebuah konsep psikologi.pdf,35,1999 kwakkel 2010 lohne severinson 2003 marker 2003 olson dkk
Sabar sebuah konsep psikologi.pdf,36,2006
Sabar sebuah konsep psikologi.pdf,37,omalley dkk
Sabar sebuah konsep psikologi.pdf,38,2010 ranjbarian dkk
Sabar sebuah konsep psikologi.pdf,39,2010 schout dkk
Sabar sebuah konsep psikologi.pdf,40,2009 sholders 2000
Sabar sebuah konsep psikologi.pdf,41,smith dkk
Sabar sebuah konsep psikologi.pdf,42,2005 dan sparrow 2005
Sabar sebuah konsep psikologi.pdf,43,artikelartikel tersebut menyebutkan kata patience dalam konteks yang berbedabeda antara lain dalam konteks pendidikan agama spiritualitas wisdom dan konteks kesehatan
Sabar sebuah konsep psikologi.pdf,44,sebagian besar artikelartikel tersebut hanya men cantumkan kata patience secara sepintas saja
Sabar sebuah konsep psikologi.pdf,45,hanya ada tiga artikel yang tidak hanya mencantumkan kata patience tetapi tidak membahasnya secara detail
Sabar sebuah konsep psikologi.pdf,46,ketiga artikel tersebut dikaji lebih lanjut di bawah ini
Sabar sebuah konsep psikologi.pdf,47,pertama artikel yang ditulis oleh agte chiplonkar 2007
Sabar sebuah konsep psikologi.pdf,48,artikel ini sebenarnya merupakan hasil penelitian yang mengkaji masalah nutrisi dan berbagai jenis makan an dalam perspektif tradisi yoga di india
Sabar sebuah konsep psikologi.pdf,49,hal yang menarik artikel tersebut menye butkan bahwa jenis makanan ternyata mempunyai pengaruh terhadap karakter dan kondisi kejiwaan seseorang
Sabar sebuah konsep psikologi.pdf,50,di sinilah kemudian peneliti dalam artikel ini meng kaji masalah kesabaran dikaitkan dengan makanan
Sabar sebuah konsep psikologi.pdf,51,peneliti menyebutkan bahwa mereka menggunakan skala kesabaran the patience scale
Sabar sebuah konsep psikologi.pdf,52,sayangnya tidak ada penjelasan yang lebih rinci berkaitan de ngan skala ini
Sabar sebuah konsep psikologi.pdf,53,kedua peneliti hanya mem berikan definisi kesabaran yang mereka gunakan untuk membuat pengukuran patience is defined as calmness self control and willingness or ability to tole rate delay
Sabar sebuah konsep psikologi.pdf,54,impatience on the other hand is defined by timeurgency and the ina bility to tolerate slow people or processes
Sabar sebuah konsep psikologi.pdf,55,impatient people tend to overreact to stress artikel kedua ditulis oleh bussing ostermann matthiessen 2007
Sabar sebuah konsep psikologi.pdf,56,artikel ini menjelaskan tentang sebuah instrument yang digunakan untuk mengukur spiri tualitas
Sabar sebuah konsep psikologi.pdf,57,dalam konsep para peneliti ini spiritualitas terdiri dari tujuh aspek yaitu a
Sabar sebuah konsep psikologi.pdf,58,prayer trust in god and shelter b
Sabar sebuah konsep psikologi.pdf,59,insight awareness and wisdom c transcendence conviction sabar sebuah konsep psikologi jurnal psikologi 217 d compassion generosity and patience e conscious interactions f gratitude reverence and respect g equanimity dari tujuh aspek tersebut para peneliti artikel tersebut memasukkan aspek kesa baran sebagai aspek ke empat yaitu com passion generosity and patience
Sabar sebuah konsep psikologi.pdf,60,namun dalam artikel tersebut juga tidak ada penjelasan tentang konsep patience
Sabar sebuah konsep psikologi.pdf,61,artikel yang cukup banyak membahas tentang konsep patience ditulis oleh al hooli alshamari 2009
Sabar sebuah konsep psikologi.pdf,62,artikel ini mengkaji tentang proses belajar mengajar moralitas melalui kurikulum di tingkat taman kanakkanak di kuwait
Sabar sebuah konsep psikologi.pdf,63,dengan menggunakan instrument the kindergarten moral value questionnaire kmvq peneliti menemukan berbagai hal yang berkaitan dengan bagaimana anakanak tk membe rikan pendapat mereka berkaitan dengan persoalan moral
Sabar sebuah konsep psikologi.pdf,64,peneliti menekankan pada delapan dimensi yaitu truthfulness honesty gratitude loyalty reasonability fairness mer cifulness and patience
Sabar sebuah konsep psikologi.pdf,65,peneliti membahas masingmasing dimensi secara cukup men dalam termasuk pada dimensi patience
Sabar sebuah konsep psikologi.pdf,66,di sini konsep patience dianggap sebagai se buah nilai yang harus dipelajari oleh anak anak dalam berbagai aktivitas
Sabar sebuah konsep psikologi.pdf,67,mengingat masih sangat sedikit kon sep sabar dibahas dalam literatur maka penelitian ini bertujuan untuk menggali konsep sabar dari perspektif psikologis yang bersifat empiris
Sabar sebuah konsep psikologi.pdf,68,karena konsep sabar telah banyak dibahas di dalam literatur literatur agama maka penelitian ini dibagi menjadi dua
Sabar sebuah konsep psikologi.pdf,69,penelitian pertama bersifat studi literatur keagamaan tentang konsep sabar sedang penelitian kedua merupakan studi empiris
Sabar sebuah konsep psikologi.pdf,70,dengan demikian pertanya an penelitian ini adalah 1
Sabar sebuah konsep psikologi.pdf,71,bagaimana konsep sabar dalam litera tur agama islam kristen hindu budha
Sabar sebuah konsep psikologi.pdf,72,2
Sabar sebuah konsep psikologi.pdf,73,bagaimana konsep sabar seperti yang dipahami oleh subjek penelitian
Sabar sebuah konsep psikologi.pdf,74,metode penelitian ini dilaksanakan dalam dua bagian
Sabar sebuah konsep psikologi.pdf,75,penelitian satu pn1 yaitu studi literatur dilaksanakan dengan mencari konsep sabar dalam berbagai agama baik yang ada dalam kitab suci maupun yang dijelaskan oleh tokohtokoh agama terse but
Sabar sebuah konsep psikologi.pdf,76,alat yang digunakan adalah searching engine tertentu dengan menggunakan key word sabar dan kesabaran
Sabar sebuah konsep psikologi.pdf,77,untuk men cari konsep sabar dalam al quran peneliti menggunakan software al quran dan terjemahannya versi 12
Sabar sebuah konsep psikologi.pdf,78,searching engine google digunakan untuk mencari konseb sabar dalam kitab suci agama kristiani hindu dan budha
Sabar sebuah konsep psikologi.pdf,79,selain sumber kitab suci peneliti juga menggali konsep sabar dalam perspektif agama melalui pandang an tokohtokoh lintas agama
Sabar sebuah konsep psikologi.pdf,80,dalam penelitian dua pn2 yang merupakan penelitian empiris peneliti menggunakan pendekatan kualitatif grounded theory yaitu suatu metode yang digunakan untuk menggali konsep atau teori baru dari lapangan
Sabar sebuah konsep psikologi.pdf,81,subyek adalah mahasiswa magister profesi psikologi seba nyak 90 orang dengan pertimbangan bahwa mereka sudah memiliki pemahaman konsep psikologi yang sudah cukup memaai
Sabar sebuah konsep psikologi.pdf,82,selanjutnya subyek akan diminta untuk mengisi angket terbuka dengan pertanyaan sebagai berikut a menurut anda apakah sabar itu
Sabar sebuah konsep psikologi.pdf,83,b ceritakan pengalaman anda ketika anda merasa sabar
Sabar sebuah konsep psikologi.pdf,84,deskripsikan secara detail apa yang terjadi dan apa yang anda alami c ceritakan pengalaman anda ketika merasa tidak sabar subandi jurnal psikologi 218 data yang diperoleh pada tahap ini kemudian dianalisis dengan menggunakan teknik koding strauss corbin 2003 yang terdiri dari tiga tahap yaitu 1 open coding dimana peneliti mulai mengidenti fikasi kategorikategori tema yang muncul 2 axial coding dimana peneliti berusaha melihat hubunganhubungan antara kate gori satu dengan yang lainnya dan 3 selective coding dimana peneliti menyeleksi kategori yang paling mendasar secara sistematis menghubungkannya dengan kategorikategori lain dan memvalidasi hubungan tersebut
Sabar sebuah konsep psikologi.pdf,85,hasil pn1 dan pn2 selanjutnya diperbandingan compare and contrast dan didiskusikan dengan konsepkonsep psiko logi yang telah ada
Sabar sebuah konsep psikologi.pdf,86,dari perbandingan dan analisis ini akan diperoleh konsep awal tentang sabar atau kesabaran yang bersifat lebih psikologis
Sabar sebuah konsep psikologi.pdf,87,h a s i l dalam penyajian hasil penelitian di sini akan dipaparkan hasil akhir analisis pada pn1 dan pn2
Sabar sebuah konsep psikologi.pdf,88,penelitian satu pn1 tujuan dari pn1 adalah untuk menda patkan pemahaman makna sabar dalam perspektif berbagai agama peneliti mene lusuri beberapa sumber asli dalam kitab suci masingmasing agama maupun sum bersumber sekunder
Sabar sebuah konsep psikologi.pdf,89,dari kitab suci setiap agama diperoleh gambaran bahwa topik tentang kesabaran banyak dibicarakan na mun hanya sebagian kecil yang disampai kan di sini
Sabar sebuah konsep psikologi.pdf,90,penelusuran kata sabar di dalam al quran dengan menggunakan software al quran dan terjemahannya ditemukan 46 ayat yang memuat kata sabar dan 19 ayat untuk kata kesabaran
Sabar sebuah konsep psikologi.pdf,91,misalnya dalam su rat albaqarah ayat 153 disebutkan bahwa allah berfirman hai orangorang yang beriman jadi kanlah sabar dan shalat sebagai penolong mu sesungguhnya allah beserta orang orang yang sabar
Sabar sebuah konsep psikologi.pdf,92,ayat ini secara eksplisit menyebutkan bahwa kondisi sabar dapat digunakan se bagai suatu bentuk usaha untuk memecah kan masalah problem solving
Sabar sebuah konsep psikologi.pdf,93,demikian juga pada agama kristiani di dalam injil ada sekitar 51 ayat yang berkaitan dengan sabar
Sabar sebuah konsep psikologi.pdf,94,misalnya dalam yakobus 57 karena itu bersabarlah saudarasaudara sampai kedatangan tuhan the coming of the lord
Sabar sebuah konsep psikologi.pdf,95,lihat
Sabar sebuah konsep psikologi.pdf,96,seorang petani menan tikan buah yang berharga dari tanah bersabar terhadap hal tersebut sampai ia menerima hujan awal dan hujan akhir
Sabar sebuah konsep psikologi.pdf,97,8 kamu juga harus bersabar dan teguhkan lah hatimu karena kedatangan tuhan sudah dekat
Sabar sebuah konsep psikologi.pdf,98,ayat ini menggambarkan bahwa kesa baran diidentikkan dengan kegigihan be kerja keras ulet untuk mencapai suatu tujuan
Sabar sebuah konsep psikologi.pdf,99,dalam kitab agama budha dhamma pada bait 184 sang buddha mengatakan kesabaran adalah praktek bertapa atau pengendalian diri yang terbaik
Sabar sebuah konsep psikologi.pdf,100,nibbana nirwana adalah yang tertinggi
Sabar sebuah konsep psikologi.pdf,101,begi tulah sabda para buddha
Sabar sebuah konsep psikologi.pdf,102,dia yang masih menyakiti dan menganiaya orang lain sesungguhnya bukanlah seorang pertapa samana ayat ini memberikan penjelasan bah wa kesabaran terkait dengan pengendalian diri terutama mengendalikan emosi ma rah sehingga tidak sampai harus menyakiti dan menganiaya orang lain
Sabar sebuah konsep psikologi.pdf,103,dalam agama hindu sikap sabar juga diutamakan
Sabar sebuah konsep psikologi.pdf,104,seperti apa yang diuraikan dalam kitab sarasamuccaya sloka 94 kesabaran hati merupakan kekayaan yang sangat utama itu sebagai emas dan per sabar sebuah konsep psikologi jurnal psikologi 219 mata
Sabar sebuah konsep psikologi.pdf,105,orang yang mampu mengendalikan nafsu kemarahan tidak ada yang mele bihi kemuliaan
Sabar sebuah konsep psikologi.pdf,106,di sini sabar dimaknai dengan pengen dalian diri
Sabar sebuah konsep psikologi.pdf,107,selain tercantum dalam kitab suci berbagai agama masalah kesabaran juga dibahas oleh para ahli agama masing masing agama
Sabar sebuah konsep psikologi.pdf,108,al ghazali salah satu ula ma klasik dalam agama islam telah mem bahas masalah sabar dan kesabaran dalam kitab sabar dan syukur yang menjadi bagian dari kitab ihya ulumuddin
Sabar sebuah konsep psikologi.pdf,109,demi kian juga ibnul qoyyim al jauziah menulis kitab berjudul uddatu as shobirin wa dzkirotu asy syakirin yang diterjemahkan dalam bahasa indonesia dengan judul indahnya kesabaran al jauziah 2010
Sabar sebuah konsep psikologi.pdf,110,dalam buku ini penulis mengartikan kata sabar berdasarkan makna bahasa arab yang memiliki tiga macam arti
Sabar sebuah konsep psikologi.pdf,111,pertama yaitu kata ashshobru menahan atau mengurung
Sabar sebuah konsep psikologi.pdf,112,kedua kata ashshobir yaitu obat yang sangat pahit dan tidak disukai orang
Sabar sebuah konsep psikologi.pdf,113,ketiga kata ashshobr berarti meng himpun dan menyatukan
Sabar sebuah konsep psikologi.pdf,114,dengan demi kian kata sabar berarti menahan diri dari sifat yang keras tahan menderita merasa kan kepahitan hidup tanpa berkeluh kesah
Sabar sebuah konsep psikologi.pdf,115,selanjutnya al jauziah 2010 juga membagi konsep sabar menjadi beberapa kategori
Sabar sebuah konsep psikologi.pdf,116,pertama berdasarkan bentuknya yaitu kesabaran jasmani menahan rasa sakit melakukan pekerjaan yang tidak disenangi dan kesabaran jiwa menahan diri tidak melakukan perbuatan yang dilarang agama padahal perbuatan itu disenangi
Sabar sebuah konsep psikologi.pdf,117,kedua kategori sabar berdasar kan obyek kesabaran yang terdiri dari sabar menerima perintah sabar menjauhi larangan dan sabar menerima takdir
Sabar sebuah konsep psikologi.pdf,118,ketiga kategori sabar berdasarkan hukum nya yang terdiri dari sabar wajib sabar meninggalkan perbuatan yang dilarang sabar mandub sabar melaksanakan ibadah sunah sabar haram orang tidak boleh bersabarberdiam diri ketika akan dibu nuh sabar makruh sabar menahan diri dari makanan yang disenangi padahal akan mendatangkan bahaya sabar mubah sabar melakukan atau meninggalkan per buatan yang sama baiknya jika dikerjakan atau tidak dikerjakan
Sabar sebuah konsep psikologi.pdf,119,sebagai seorang pemuka agama kris tiani mohler 2008 menulis artikel tentang konsep kesabaran dalam perspektif agama kristen yang dikaitkan dengan salah satu karakter penting dari seorang pemimpin
Sabar sebuah konsep psikologi.pdf,120,dalam artikel tersebut dijelaskan bahwa makna utama sabar adalah tidak terburu buru untuk mendapatkan sesuatu dan penundaan untuk mendapatkan apa yang diinginkan
Sabar sebuah konsep psikologi.pdf,121,selanjutnya dijelaskan bahwa ada empat aspek kesabaran yang diung kapkan dalam firman tuhan
Sabar sebuah konsep psikologi.pdf,122,pertama kesabaran adalah sebuah perintah sekali gus anugerah dari tuhan yang mengim plikasikan bahwa kesabaran adalah untuk menyelesaikan segala sesuatu melalui cara cara yang memuliakan namanya
Sabar sebuah konsep psikologi.pdf,123,kedua karakter kesabaran kristen berakar pada pengetahuan kita akan diri kita sendiri sebagai pendosa yang telah ditebus sehingga harus untuk berinteraksi dengan tuhan dan sesama dalam kerendahan hati
Sabar sebuah konsep psikologi.pdf,124,ketiga pemahaman kristen tentang kesa baran berpijak pada pemahaman bahwa tuhan berkarya dalam hidup setiap manu sia
Sabar sebuah konsep psikologi.pdf,125,keempat kesabaran berakar pada pemahaman tentang waktu dan keabadian
Sabar sebuah konsep psikologi.pdf,126,seorang pendeta agama budha bhante sri pannyavaro mahathera lihat maha thera 2011 menjelaskan bahwa buddha gotama mengajarkan bahwa kesabaran merupakan salah satu latihan untuk mem bina diri
Sabar sebuah konsep psikologi.pdf,127,di sini kesabaran didefiniskan sebagai sikap yang tetap tenang pada saat mengalami kondisikondisi yang tidak menyenangkan
Sabar sebuah konsep psikologi.pdf,128,selanjutnya kesabaran dikelompokkan menjadi 2 macam
Sabar sebuah konsep psikologi.pdf,129,perta subandi jurnal psikologi 220 ma bersabar dengan halhal yang kecil dan sederhana misalnya udara yang panas bersabar ketika menunggu agak lama bersabar kalau fisik ini sedang sakit bersabar untuk tidak melakukan halhal yang tidak berguna menghadapi kondisi kondisi yang tidak menyenangkan
Sabar sebuah konsep psikologi.pdf,130,kedua kesabaran yang lebih tinggi itu yaitu kesabaran ketika orang dicela dihina difit nah
Sabar sebuah konsep psikologi.pdf,131,selanjutnya disebutkan ada 2 macam cara untuk melatih kesabaran
Sabar sebuah konsep psikologi.pdf,132,pertama menyadari bahwa segala sesuatu di dunia ini tidak kekal dan berubah setiap saat
Sabar sebuah konsep psikologi.pdf,133,apa yang tidak menyenangkan tidak selamanya mengganggu
Sabar sebuah konsep psikologi.pdf,134,kedua berpikir bahwa sega la sesuatu yang terjadi pada seseorang adalah akibat dari perbuatannya sendiri
Sabar sebuah konsep psikologi.pdf,135,salah satu ajaran agama hindu adalah panca nyama brata anonim 2011 yang mempunyai arti lima macam pengendalian diri dalam tingkat mental untuk mencapai kesempurnaan dan kesucian bathin
Sabar sebuah konsep psikologi.pdf,136,salah satu diantaranya adalah akroda yang arti nya mengendalikan kemarahan atau tidak mempunyai sifat marah dan tidak mudah tersinggung
Sabar sebuah konsep psikologi.pdf,137,di sini sabar dikaitkan dengan pemaaf dan selalu dapat berpikir baik
Sabar sebuah konsep psikologi.pdf,138,putu sumardhaya salah seorang tokoh agama hindu menyebutkan bahwa banyak faktor yang mempengaruhi orang menjadi sabar atau tidak sabar yaitu karma wasana kehidupan masa lalu pengetahuan ten tang tatwa dan kesusilaan minimnya prak tek spiritual dan keterikatan yang sangat besar terhadap keduniaan
Sabar sebuah konsep psikologi.pdf,139,dari perspektif berbagai agama terse but dapat disimpulkan bahwa sabar mem punyai berbagai macam makna yaitu pengendalian diri menerima usaha untuk mengatasi masalah tahan menderita merasakan kepahitan hidup tanpa berkeluh kesah kegigihan bekerja keras gigih dan ulet untuk mencapai suatu tujuan
Sabar sebuah konsep psikologi.pdf,140,penelitian dua pn2 tujuan pn2 adalah menggali konsep sabar dari kehidupan seharihari yang dialami oleh subjek penelitian
Sabar sebuah konsep psikologi.pdf,141,dari analisis koding terhadap angket terbuka diperoleh kategori tematema tentang pengertian sabar yang akan dijelaskan di bawah ini
Sabar sebuah konsep psikologi.pdf,142,definisi masingmasing kategori tersebut selanjutnya diperkaya dengan pengalam subjek penelitian
Sabar sebuah konsep psikologi.pdf,143,1 pengendalian diri emosi dan keinginan tema ini terdiri dari 2 sub tema yaitu pengendalian emosi dan pengendalian keinginan
Sabar sebuah konsep psikologi.pdf,144,pengendalian emosi disampai kan responden dalam berbagai bentuk ungkapan antara lain tidak lekas marah tidak mudah marah tidak meledakledak tidak memunculkan energi negatif bagi diri dan lingkungan mengendalikan emosi menahan diri pengekangan perasaan mengontrol ekspresi emosi tidak mengum pat tidak mencaci
Sabar sebuah konsep psikologi.pdf,145,sementara itu untuk sub tema mengen dalikan keinginan terdiri dari menahan diri dari godaan nikmat dunia tidak sera kah tidak tamak
Sabar sebuah konsep psikologi.pdf,146,definisi sabar menurut responden yang terkait dengan pengendalian diri terli hat pada ungakapan pengalaman di bawah ini saya mencoba untuk meregulasi emosi saya dan menahan diri supaya tidak melakukan agresi kepada pihak yang menyerang saya subjek 1 awalnya menjengkelkan karena harus menahan amarah tapi setelah dipikir2 jadi lebih enak karena tidak buruburu marah
Sabar sebuah konsep psikologi.pdf,147,subjek 6 akan tetapi persepsi itu mulai luntur dan berubah ketika saya memahami esensi sabar itu sendiri yang sesungguhnya syarat akan kecerdasan emosi seseorang
Sabar sebuah konsep psikologi.pdf,148,subjek 5 sabar sebuah konsep psikologi jurnal psikologi 221 2 bertahan dalam situasi sulit tema ini terdiri dari berbagai bentuk perilaku antara lain tidak mengeluh tahan terhadap cobaan tetap tegar tabah dalam menghadapi musibah tidak menggrutu tidak mengomel bisa menahan rasa sakit menahan diri di situasi tak nyamantak sesuai harapan
Sabar sebuah konsep psikologi.pdf,149,berikut adalah ungkapan pengalaman subjek yang terkait dengan tema bertahan dalam situasi sulit sehingga saya melakukan semua ini tan pa keluh kesah dan sikap sabar untuk me ngurusi taufik anak autis dengan segala kekurangan yang dimilikinya
Sabar sebuah konsep psikologi.pdf,150,subjek 33 saya berusaha untuk menjalani kehidupan saya kehidupan yang tidak menyenangkan untuk saya dengan sebaikbaiknya yang bisa saya lakukan
Sabar sebuah konsep psikologi.pdf,151,subjek 20 karena saya merasa tidak melakukannya saya diam saja dengan tuduhan tersebut bahkan temanteman yang lain pun ikut ikutan mengejek saya saya pun tetap diam saja meskipun saya sangat sakit hati men dengarnya subjek 34 3 menerima kenyataan tema ini terdiri dari berbagai bentuk perilaku antara lain menerima takdir tu han menerima keadaan menerima realitas menerima nasib ihlas ihlas menenghadapi ujian bersyukur berpikir positif atas semua keadaan menyikapi dengan lapang hati ikhlas menerima dan menghadapi permasalahan
Sabar sebuah konsep psikologi.pdf,152,tema menerima kenyataan tersebut terungkap pada pengalaman bebe rapa orang subyek antara lain ketika saya memasuki dunia perkawinan saya harus mau dan dapat mengalah dalam menyesuaikan diri dalam situasi dan kon disi kehidupan baru dan disanalah saya betul betul baru mengerti arti kesabaran
Sabar sebuah konsep psikologi.pdf,153,subjek 30 menerima apa yang telah terjadi dengan tidak menyesalinya berlebihan dalam kon disi mendapatkan musibahkejadian yang kurang menyenangkan subjek 3 angket saat itu ada sedikit kejengkelan pada diri saya
Sabar sebuah konsep psikologi.pdf,154,akan tetapi pada akhirnya saya menerima kenyataan itu
Sabar sebuah konsep psikologi.pdf,155,subjek 2 saat ini saya berusaha sabar sabar mene rima kenyataan bahwa untuk pertama kali nya semenjak dilahirkan saya lebaran ter pisah dari keluarga
Sabar sebuah konsep psikologi.pdf,156,sedih sekali tapi saya musti menerima kenyataan
Sabar sebuah konsep psikologi.pdf,157,subjek 11 kemudian saya menerima kalau hp saya hilang
Sabar sebuah konsep psikologi.pdf,158,saya berfikir pasti ada hikmah dibalik ini semua
Sabar sebuah konsep psikologi.pdf,159,ternyata beberapa lama kemudian tanpa saya minta
Sabar sebuah konsep psikologi.pdf,160,ayah saya memberikan hp baru untuk saya dan hp yang saya inginkan pula
Sabar sebuah konsep psikologi.pdf,161,saya sangat bersyukur sama allah swt
Sabar sebuah konsep psikologi.pdf,162,subjek 1 dan sikap ikhlas untuk mengurusnya anak autis menjadikan kenikmatan ter sendiri buat saya subjek 33 4 berpikir panjang tidak reaktif tidak impulsif tema ini terlihat pada beberapa ung kapan subyek tentang definisi kesabaran antar lain tidak reaktifimpulsif memper timbangkan masakmasak berpikir logis harmoni pikiran dan hati berpikir positif mengklarifikasi masalah
Sabar sebuah konsep psikologi.pdf,163,definisi tersebut sesuai dengan pengalaman beberapa subjek tapi kemudian saya berpikir kalau saya komplen dalam keadaan marah maka saya bisa berbuat hal yang justru membuat dosen tersinggung akhirnya saya beripkir bahwa hal itu tak perlu dipersoalkan karena masih banyak komponen lain yang menentukan nilai selain kehadiran
Sabar sebuah konsep psikologi.pdf,164,subjek 29 ketika saya mengajari seorang anak kecil bermain piano saya merenungkan apakah tujuan saya mengajari dia
Sabar sebuah konsep psikologi.pdf,165,bukankah agar dia menikmati musik menikmati keindah an proses belajar
Sabar sebuah konsep psikologi.pdf,166,dia masih anakanak lupakan tentang kesempurnaan mozart emosi chopin teknik liszt anak ini masih dalam dunia bermain
Sabar sebuah konsep psikologi.pdf,167,biarkan dia menik mati musik sebagaimana adanya
Sabar sebuah konsep psikologi.pdf,168,dengan pikiranpikiran tersebut saya bisa bersikap sabar dan telaten subjek 7 mencoba menggiring pemikiran saya untuk berfikir bahwa sekarang sudah dunia modern dimana segala sesuatunya sudah dipermudah dengan teknologi jadi walau subandi jurnal psikologi 222 pun tidak pulang kumpul dengan keluarga kita tetap bisa berbicara secara langsung
Sabar sebuah konsep psikologi.pdf,169,jadi kerinduan bisa teratasi subjek 11 kami melatih diri untuk selalu melihat kon disi apapun secara melingkar atau menye luruh subjek 10 ketika saya merasakan emosi saya akan naik saya cenderung menarik nafas dan menenangkan diri hingga dapat berpikir jernih dan bertindak dengan logis subjek 17 angket tapi saya tetap tenang saya berpikir mungkin ada yang meminjam tapi tidak bilang sama saya
Sabar sebuah konsep psikologi.pdf,170,subjek 1 5 tidak putus asa meraih tujuan tema ini terlihat pada beberapa defi nisi yang dikemukakan subyek tentang sabar yaitu tetap berusaha walau belum berhasil berusaha untuk mencari jalan keluar tidak cepat patah hati terus beru saha optimis dan berusaha dalam meraih tujuan
Sabar sebuah konsep psikologi.pdf,171,seperti saya harus mengajarkan taufik anak autis untuk bisa menirukan kata a berkalikali tanpa lelah walaupun taufik tidak mau menirukan apa yang saya minta
Sabar sebuah konsep psikologi.pdf,172,saya tetap melakukannya sampai akhirnya taufik bisa menirukan subjek 33 saya merasa sabar ketika merawat tana man yang ditanam asalasalan oleh papa
Sabar sebuah konsep psikologi.pdf,173,tiap hari saya sirami
Sabar sebuah konsep psikologi.pdf,174,sesekali daundaun nya yang telah kering saya cabut
Sabar sebuah konsep psikologi.pdf,175,meski pun sangat lama prosesnya tetapi pada akhirnya saat daundaunnya kembali segar dan tumbuh besar rasanya menyenangkan sekali subjek 33 angket 6 sikap tenang tidak tergesagesa dan bersedia menunggu definisi kesabaran yang dikaitkan dengan ketenangan tampak pada beberapa pengertian yang diberikan subjek antara lain ketenangan lahir batin tidak tergesagesa tidak terburu nafsutergesa gesa tidak terburu buru ekspresi emosi yang teduh
Sabar sebuah konsep psikologi.pdf,176,definisi tersebut senada de ngan beberapa pengalaman subjek
